año,genero,cantidad
1932-01-01,Action,71
1932-01-01,Adult,24
1932-01-01,Adventure,60
1932-01-01,Animation,138
1932-01-01,Biography,14
1932-01-01,Comedy,361
1932-01-01,Crime,99
1932-01-01,Documentary,87
1932-01-01,Drama,330
1932-01-01,Family,113
1932-01-01,Fantasy,28
1932-01-01,Game-Show,3
1932-01-01,History,22
1932-01-01,Horror,42
1932-01-01,Music,47
1932-01-01,Musical,76
1932-01-01,Mystery,75
1932-01-01,News,6
1932-01-01,Reality-TV,10
1932-01-01,Romance,167
1932-01-01,Sci-Fi,21
1932-01-01,Short,350
1932-01-01,Sport,27
1932-01-01,Talk-Show,4
1932-01-01,Thriller,52
1932-01-01,War,22
1932-01-01,Western,71
1933-01-01,Action,54
1933-01-01,Adult,23
1933-01-01,Adventure,54
1933-01-01,Animation,144
1933-01-01,Biography,17
1933-01-01,Comedy,391
1933-01-01,Crime,87
1933-01-01,Documentary,80
1933-01-01,Drama,347
1933-01-01,Family,93
1933-01-01,Fantasy,38
1933-01-01,Game-Show,6
1933-01-01,History,14
1933-01-01,Horror,39
1933-01-01,Music,51
1933-01-01,Musical,94
1933-01-01,Mystery,62
1933-01-01,News,3
1933-01-01,Reality-TV,5
1933-01-01,Romance,183
1933-01-01,Sci-Fi,24
1933-01-01,Short,368
1933-01-01,Sport,21
1933-01-01,Talk-Show,3
1933-01-01,Thriller,58
1933-01-01,War,26
1933-01-01,Western,42
1934-01-01,Action,67
1934-01-01,Adult,27
1934-01-01,Adventure,64
1934-01-01,Animation,162
1934-01-01,Biography,18
1934-01-01,Comedy,435
1934-01-01,Crime,97
1934-01-01,Documentary,85
1934-01-01,Drama,358
1934-01-01,Family,120
1934-01-01,Fantasy,35
1934-01-01,Game-Show,7
1934-01-01,History,23
1934-01-01,Horror,39
1934-01-01,Music,51
1934-01-01,Musical,134
1934-01-01,Mystery,79
1934-01-01,News,3
1934-01-01,Reality-TV,8
1934-01-01,Romance,222
1934-01-01,Sci-Fi,29
1934-01-01,Short,422
1934-01-01,Sport,21
1934-01-01,Talk-Show,4
1934-01-01,Thriller,69
1934-01-01,War,26
1934-01-01,Western,56
1935-01-01,Action,92
1935-01-01,Adult,26
1935-01-01,Adventure,74
1935-01-01,Animation,147
1935-01-01,Biography,14
1935-01-01,Comedy,429
1935-01-01,Crime,108
1935-01-01,Documentary,98
1935-01-01,Drama,358
1935-01-01,Family,113
1935-01-01,Fantasy,43
1935-01-01,Game-Show,6
1935-01-01,History,31
1935-01-01,Horror,27
1935-01-01,Music,61
1935-01-01,Musical,119
1935-01-01,Mystery,73
1935-01-01,News,7
1935-01-01,Reality-TV,5
1935-01-01,Romance,251
1935-01-01,Sci-Fi,24
1935-01-01,Short,375
1935-01-01,Sport,27
1935-01-01,Talk-Show,2
1935-01-01,Thriller,51
1935-01-01,War,32
1935-01-01,Western,110
1936-01-01,Action,84
1936-01-01,Adult,23
1936-01-01,Adventure,76
1936-01-01,Animation,140
1936-01-01,Biography,27
1936-01-01,Comedy,423
1936-01-01,Crime,129
1936-01-01,Documentary,104
1936-01-01,Drama,385
1936-01-01,Family,128
1936-01-01,Fantasy,36
1936-01-01,Game-Show,7
1936-01-01,History,41
1936-01-01,Horror,35
1936-01-01,Music,69
1936-01-01,Musical,109
1936-01-01,Mystery,82
1936-01-01,News,5
1936-01-01,Reality-TV,9
1936-01-01,Romance,224
1936-01-01,Sci-Fi,21
1936-01-01,Short,361
1936-01-01,Sport,28
1936-01-01,Talk-Show,4
1936-01-01,Thriller,62
1936-01-01,War,24
1936-01-01,Western,104
1937-01-01,Action,94
1937-01-01,Adult,14
1937-01-01,Adventure,101
1937-01-01,Animation,141
1937-01-01,Biography,24
1937-01-01,Comedy,432
1937-01-01,Crime,115
1937-01-01,Documentary,92
1937-01-01,Drama,403
1937-01-01,Family,122
1937-01-01,Fantasy,37
1937-01-01,Game-Show,2
1937-01-01,History,42
1937-01-01,Horror,24
1937-01-01,Music,62
1937-01-01,Musical,108
1937-01-01,Mystery,71
1937-01-01,News,3
1937-01-01,Reality-TV,3
1937-01-01,Romance,260
1937-01-01,Sci-Fi,18
1937-01-01,Short,350
1937-01-01,Sport,27
1937-01-01,Talk-Show,4
1937-01-01,Thriller,67
1937-01-01,War,44
1937-01-01,Western,108
1938-01-01,Action,101
1938-01-01,Adult,15
1938-01-01,Adventure,99
1938-01-01,Animation,146
1938-01-01,Biography,22
1938-01-01,Comedy,440
1938-01-01,Crime,129
1938-01-01,Documentary,91
1938-01-01,Drama,378
1938-01-01,Family,130
1938-01-01,Fantasy,30
1938-01-01,Game-Show,4
1938-01-01,History,36
1938-01-01,Horror,21
1938-01-01,Music,71
1938-01-01,Musical,101
1938-01-01,Mystery,74
1938-01-01,News,3
1938-01-01,Reality-TV,5
1938-01-01,Romance,241
1938-01-01,Sci-Fi,23
1938-01-01,Short,356
1938-01-01,Sport,33
1938-01-01,Talk-Show,1
1938-01-01,Thriller,45
1938-01-01,War,41
1938-01-01,Western,91
1939-01-01,Action,97
1939-01-01,Adult,8
1939-01-01,Adventure,88
1939-01-01,Animation,135
1939-01-01,Biography,35
1939-01-01,Comedy,381
1939-01-01,Crime,138
1939-01-01,Documentary,90
1939-01-01,Drama,403
1939-01-01,Family,134
1939-01-01,Fantasy,25
1939-01-01,Game-Show,6
1939-01-01,History,42
1939-01-01,Horror,26
1939-01-01,Music,68
1939-01-01,Musical,73
1939-01-01,Mystery,80
1939-01-01,News,2
1939-01-01,Reality-TV,5
1939-01-01,Romance,163
1939-01-01,Sci-Fi,22
1939-01-01,Short,320
1939-01-01,Sport,22
1939-01-01,Talk-Show,3
1939-01-01,Thriller,66
1939-01-01,War,51
1939-01-01,Western,95
1940-01-01,Action,59
1940-01-01,Adult,6
1940-01-01,Adventure,77
1940-01-01,Animation,136
1940-01-01,Biography,28
1940-01-01,Comedy,377
1940-01-01,Crime,94
1940-01-01,Documentary,95
1940-01-01,Drama,303
1940-01-01,Family,127
1940-01-01,Fantasy,21
1940-01-01,Game-Show,2
1940-01-01,History,31
1940-01-01,Horror,21
1940-01-01,Music,48
1940-01-01,Musical,54
1940-01-01,Mystery,48
1940-01-01,News,3
1940-01-01,Reality-TV,4
1940-01-01,Romance,156
1940-01-01,Sci-Fi,18
1940-01-01,Short,300
1940-01-01,Sport,11
1940-01-01,Talk-Show,2
1940-01-01,Thriller,43
1940-01-01,War,45
1940-01-01,Western,100
1941-01-01,Action,90
1941-01-01,Adult,15
1941-01-01,Adventure,84
1941-01-01,Animation,148
1941-01-01,Biography,20
1941-01-01,Comedy,416
1941-01-01,Crime,85
1941-01-01,Documentary,92
1941-01-01,Drama,306
1941-01-01,Family,129
1941-01-01,Fantasy,23
1941-01-01,Game-Show,3
1941-01-01,History,29
1941-01-01,Horror,17
1941-01-01,Music,73
1941-01-01,Musical,80
1941-01-01,Mystery,58
1941-01-01,News,3
1941-01-01,Reality-TV,1
1941-01-01,Romance,175
1941-01-01,Sci-Fi,12
1941-01-01,Short,320
1941-01-01,Sport,22
1941-01-01,Talk-Show,3
1941-01-01,Thriller,49
1941-01-01,War,75
1941-01-01,Western,96
1942-01-01,Action,97
1942-01-01,Adult,13
1942-01-01,Adventure,78
1942-01-01,Animation,149
1942-01-01,Biography,22
1942-01-01,Comedy,397
1942-01-01,Crime,101
1942-01-01,Documentary,98
1942-01-01,Drama,347
1942-01-01,Family,131
1942-01-01,Fantasy,27
1942-01-01,Game-Show,5
1942-01-01,History,33
1942-01-01,Horror,26
1942-01-01,Music,66
1942-01-01,Musical,56
1942-01-01,Mystery,68
1942-01-01,News,2
1942-01-01,Reality-TV,2
1942-01-01,Romance,181
1942-01-01,Sci-Fi,21
1942-01-01,Short,328
1942-01-01,Sport,20
1942-01-01,Talk-Show,3
1942-01-01,Thriller,56
1942-01-01,War,152
1942-01-01,Western,93
1943-01-01,Action,54
1943-01-01,Adult,18
1943-01-01,Adventure,56
1943-01-01,Animation,133
1943-01-01,Biography,15
1943-01-01,Comedy,345
1943-01-01,Crime,67
1943-01-01,Documentary,107
1943-01-01,Drama,301
1943-01-01,Family,99
1943-01-01,Fantasy,17
1943-01-01,Game-Show,1
1943-01-01,History,35
1943-01-01,Horror,25
1943-01-01,Music,53
1943-01-01,Musical,69
1943-01-01,Mystery,47
1943-01-01,News,2
1943-01-01,Reality-TV,3
1943-01-01,Romance,138
1943-01-01,Sci-Fi,13
1943-01-01,Short,313
1943-01-01,Sport,7
1943-01-01,Talk-Show,3
1943-01-01,Thriller,55
1943-01-01,War,161
1943-01-01,Western,82
1944-01-01,Action,61
1944-01-01,Adult,12
1944-01-01,Adventure,57
1944-01-01,Animation,144
1944-01-01,Biography,17
1944-01-01,Comedy,313
1944-01-01,Crime,68
1944-01-01,Documentary,71
1944-01-01,Drama,281
1944-01-01,Family,116
1944-01-01,Fantasy,26
1944-01-01,Game-Show,2
1944-01-01,History,31
1944-01-01,Horror,32
1944-01-01,Music,59
1944-01-01,Musical,77
1944-01-01,Mystery,58
1944-01-01,News,3
1944-01-01,Reality-TV,2
1944-01-01,Romance,129
1944-01-01,Sci-Fi,26
1944-01-01,Short,281
1944-01-01,Sport,8
1944-01-01,Talk-Show,2
1944-01-01,Thriller,50
1944-01-01,War,119
1944-01-01,Western,80
1945-01-01,Action,55
1945-01-01,Adult,13
1945-01-01,Adventure,50
1945-01-01,Animation,111
1945-01-01,Biography,19
1945-01-01,Comedy,245
1945-01-01,Crime,76
1945-01-01,Documentary,93
1945-01-01,Drama,256
1945-01-01,Family,84
1945-01-01,Fantasy,22
1945-01-01,History,24
1945-01-01,Horror,28
1945-01-01,Music,43
1945-01-01,Musical,64
1945-01-01,Mystery,64
1945-01-01,News,4
1945-01-01,Reality-TV,2
1945-01-01,Romance,106
1945-01-01,Sci-Fi,12
1945-01-01,Short,255
1945-01-01,Sport,5
1945-01-01,Talk-Show,2
1945-01-01,Thriller,54
1945-01-01,War,77
1945-01-01,Western,77
1946-01-01,Action,64
1946-01-01,Adult,15
1946-01-01,Adventure,70
1946-01-01,Animation,126
1946-01-01,Biography,22
1946-01-01,Comedy,281
1946-01-01,Crime,97
1946-01-01,Documentary,83
1946-01-01,Drama,319
1946-01-01,Family,117
1946-01-01,Fantasy,35
1946-01-01,Game-Show,6
1946-01-01,History,21
1946-01-01,Horror,34
1946-01-01,Music,70
1946-01-01,Musical,62
1946-01-01,Mystery,71
1946-01-01,News,3
1946-01-01,Reality-TV,6
1946-01-01,Romance,134
1946-01-01,Sci-Fi,18
1946-01-01,Short,271
1946-01-01,Sport,14
1946-01-01,Talk-Show,4
1946-01-01,Thriller,57
1946-01-01,War,49
1946-01-01,Western,72
1947-01-01,Action,86
1947-01-01,Adult,15
1947-01-01,Adventure,85
1947-01-01,Animation,130
1947-01-01,Biography,14
1947-01-01,Comedy,281
1947-01-01,Crime,120
1947-01-01,Documentary,77
1947-01-01,Drama,365
1947-01-01,Family,108
1947-01-01,Fantasy,38
1947-01-01,Game-Show,7
1947-01-01,History,28
1947-01-01,Horror,36
1947-01-01,Music,49
1947-01-01,Musical,56
1947-01-01,Mystery,73
1947-01-01,News,7
1947-01-01,Reality-TV,3
1947-01-01,Romance,145
1947-01-01,Sci-Fi,13
1947-01-01,Short,289
1947-01-01,Sport,11
1947-01-01,Talk-Show,2
1947-01-01,Thriller,71
1947-01-01,War,32
1947-01-01,Western,81
1948-01-01,Action,109
1948-01-01,Adult,15
1948-01-01,Adventure,77
1948-01-01,Animation,142
1948-01-01,Biography,25
1948-01-01,Comedy,332
1948-01-01,Crime,116
1948-01-01,Documentary,88
1948-01-01,Drama,386
1948-01-01,Family,124
1948-01-01,Fantasy,30
1948-01-01,Game-Show,6
1948-01-01,History,28
1948-01-01,Horror,30
1948-01-01,Music,72
1948-01-01,Musical,56
1948-01-01,Mystery,59
1948-01-01,News,5
1948-01-01,Reality-TV,6
1948-01-01,Romance,145
1948-01-01,Sci-Fi,15
1948-01-01,Short,318
1948-01-01,Sport,19
1948-01-01,Talk-Show,7
1948-01-01,Thriller,71
1948-01-01,War,42
1948-01-01,Western,107
1949-01-01,Action,106
1949-01-01,Adult,17
1949-01-01,Adventure,88
1949-01-01,Animation,144
1949-01-01,Biography,31
1949-01-01,Comedy,354
1949-01-01,Crime,134
1949-01-01,Documentary,95
1949-01-01,Drama,432
1949-01-01,Family,151
1949-01-01,Fantasy,44
1949-01-01,Game-Show,4
1949-01-01,History,27
1949-01-01,Horror,34
1949-01-01,Music,66
1949-01-01,Musical,65
1949-01-01,Mystery,59
1949-01-01,News,5
1949-01-01,Reality-TV,5
1949-01-01,Romance,169
1949-01-01,Sci-Fi,23
1949-01-01,Short,313
1949-01-01,Sport,26
1949-01-01,Talk-Show,5
1949-01-01,Thriller,85
1949-01-01,War,43
1949-01-01,Western,101
1950-01-01,Action,85
1950-01-01,Adult,19
1950-01-01,Adventure,93
1950-01-01,Animation,126
1950-01-01,Biography,23
1950-01-01,Comedy,355
1950-01-01,Crime,151
1950-01-01,Documentary,112
1950-01-01,Drama,452
1950-01-01,Family,140
1950-01-01,Fantasy,40
1950-01-01,Game-Show,9
1950-01-01,History,29
1950-01-01,Horror,28
1950-01-01,Music,61
1950-01-01,Musical,69
1950-01-01,Mystery,57
1950-01-01,News,6
1950-01-01,Reality-TV,6
1950-01-01,Romance,148
1950-01-01,Sci-Fi,23
1950-01-01,Short,326
1950-01-01,Sport,20
1950-01-01,Talk-Show,7
1950-01-01,Thriller,76
1950-01-01,War,40
1950-01-01,Western,122
1951-01-01,Action,90
1951-01-01,Adult,19
1951-01-01,Adventure,86
1951-01-01,Animation,148
1951-01-01,Biography,17
1951-01-01,Comedy,379
1951-01-01,Crime,133
1951-01-01,Documentary,110
1951-01-01,Drama,466
1951-01-01,Family,162
1951-01-01,Fantasy,42
1951-01-01,Game-Show,8
1951-01-01,History,30
1951-01-01,Horror,35
1951-01-01,Music,48
1951-01-01,Musical,64
1951-01-01,Mystery,53
1951-01-01,News,5
1951-01-01,Reality-TV,8
1951-01-01,Romance,153
1951-01-01,Sci-Fi,32
1951-01-01,Short,339
1951-01-01,Sport,32
1951-01-01,Talk-Show,9
1951-01-01,Thriller,89
1951-01-01,War,60
1951-01-01,Western,110
1952-01-01,Action,94
1952-01-01,Adult,19
1952-01-01,Adventure,109
1952-01-01,Animation,130
1952-01-01,Biography,33
1952-01-01,Comedy,395
1952-01-01,Crime,109
1952-01-01,Documentary,116
1952-01-01,Drama,460
1952-01-01,Family,150
1952-01-01,Fantasy,38
1952-01-01,Game-Show,10
1952-01-01,History,34
1952-01-01,Horror,34
1952-01-01,Music,48
1952-01-01,Musical,70
1952-01-01,Mystery,60
1952-01-01,News,8
1952-01-01,Reality-TV,4
1952-01-01,Romance,163
1952-01-01,Sci-Fi,32
1952-01-01,Short,312
1952-01-01,Sport,20
1952-01-01,Talk-Show,10
1952-01-01,Thriller,74
1952-01-01,War,42
1952-01-01,Western,109
1953-01-01,Action,92
1953-01-01,Adult,28
1953-01-01,Adventure,124
1953-01-01,Animation,141
1953-01-01,Biography,44
1953-01-01,Comedy,402
1953-01-01,Crime,109
1953-01-01,Documentary,122
1953-01-01,Drama,485
1953-01-01,Family,160
1953-01-01,Fantasy,44
1953-01-01,Game-Show,7
1953-01-01,History,42
1953-01-01,Horror,33
1953-01-01,Music,51
1953-01-01,Musical,62
1953-01-01,Mystery,47
1953-01-01,News,8
1953-01-01,Reality-TV,8
1953-01-01,Romance,158
1953-01-01,Sci-Fi,43
1953-01-01,Short,339
1953-01-01,Sport,16
1953-01-01,Talk-Show,8
1953-01-01,Thriller,86
1953-01-01,War,59
1953-01-01,Western,85
1954-01-01,Action,75
1954-01-01,Adult,16
1954-01-01,Adventure,121
1954-01-01,Animation,132
1954-01-01,Biography,29
1954-01-01,Comedy,413
1954-01-01,Crime,128
1954-01-01,Documentary,100
1954-01-01,Drama,495
1954-01-01,Family,163
1954-01-01,Fantasy,40
1954-01-01,Game-Show,9
1954-01-01,History,37
1954-01-01,Horror,37
1954-01-01,Music,56
1954-01-01,Musical,82
1954-01-01,Mystery,48
1954-01-01,News,7
1954-01-01,Reality-TV,6
1954-01-01,Romance,167
1954-01-01,Sci-Fi,37
1954-01-01,Short,311
1954-01-01,Sport,15
1954-01-01,Talk-Show,13
1954-01-01,Thriller,81
1954-01-01,War,36
1954-01-01,Western,78
1955-01-01,Action,82
1955-01-01,Adult,18
1955-01-01,Adventure,96
1955-01-01,Animation,141
1955-01-01,Biography,36
1955-01-01,Comedy,404
1955-01-01,Crime,144
1955-01-01,Documentary,130
1955-01-01,Drama,543
1955-01-01,Family,169
1955-01-01,Fantasy,47
1955-01-01,Game-Show,5
1955-01-01,History,49
1955-01-01,Horror,33
1955-01-01,Music,51
1955-01-01,Musical,67
1955-01-01,Mystery,45
1955-01-01,News,4
1955-01-01,Reality-TV,3
1955-01-01,Romance,189
1955-01-01,Sci-Fi,38
1955-01-01,Short,327
1955-01-01,Sport,20
1955-01-01,Talk-Show,2
1955-01-01,Thriller,88
1955-01-01,War,67
1955-01-01,Western,77
1956-01-01,Action,69
1956-01-01,Adult,20
1956-01-01,Adventure,84
1956-01-01,Animation,152
1956-01-01,Biography,28
1956-01-01,Comedy,398
1956-01-01,Crime,142
1956-01-01,Documentary,132
1956-01-01,Drama,552
1956-01-01,Family,162
1956-01-01,Fantasy,45
1956-01-01,Game-Show,12
1956-01-01,History,34
1956-01-01,Horror,46
1956-01-01,Music,54
1956-01-01,Musical,87
1956-01-01,Mystery,58
1956-01-01,News,10
1956-01-01,Reality-TV,8
1956-01-01,Romance,172
1956-01-01,Sci-Fi,60
1956-01-01,Short,338
1956-01-01,Sport,29
1956-01-01,Talk-Show,8
1956-01-01,Thriller,94
1956-01-01,War,60
1956-01-01,Western,81
1957-01-01,Action,85
1957-01-01,Adult,23
1957-01-01,Adventure,98
1957-01-01,Animation,136
1957-01-01,Biography,32
1957-01-01,Comedy,410
1957-01-01,Crime,168
1957-01-01,Documentary,123
1957-01-01,Drama,619
1957-01-01,Family,156
1957-01-01,Fantasy,63
1957-01-01,Game-Show,3
1957-01-01,History,44
1957-01-01,Horror,78
1957-01-01,Music,55
1957-01-01,Musical,80
1957-01-01,Mystery,60
1957-01-01,News,10
1957-01-01,Reality-TV,1
1957-01-01,Romance,202
1957-01-01,Sci-Fi,61
1957-01-01,Short,324
1957-01-01,Sport,18
1957-01-01,Talk-Show,9
1957-01-01,Thriller,112
1957-01-01,War,55
1957-01-01,Western,96
1958-01-01,Action,100
1958-01-01,Adult,16
1958-01-01,Adventure,113
1958-01-01,Animation,122
1958-01-01,Biography,32
1958-01-01,Comedy,411
1958-01-01,Crime,156
1958-01-01,Documentary,110
1958-01-01,Drama,609
1958-01-01,Family,164
1958-01-01,Fantasy,48
1958-01-01,Game-Show,10
1958-01-01,History,41
1958-01-01,Horror,80
1958-01-01,Music,58
1958-01-01,Musical,74
1958-01-01,Mystery,67
1958-01-01,News,6
1958-01-01,Reality-TV,8
1958-01-01,Romance,178
1958-01-01,Sci-Fi,63
1958-01-01,Short,283
1958-01-01,Sport,10
1958-01-01,Talk-Show,8
1958-01-01,Thriller,98
1958-01-01,War,84
1958-01-01,Western,75
1959-01-01,Action,89
1959-01-01,Adult,25
1959-01-01,Adventure,111
1959-01-01,Animation,145
1959-01-01,Biography,32
1959-01-01,Comedy,444
1959-01-01,Crime,137
1959-01-01,Documentary,123
1959-01-01,Drama,570
1959-01-01,Family,163
1959-01-01,Fantasy,65
1959-01-01,Game-Show,8
1959-01-01,History,38
1959-01-01,Horror,80
1959-01-01,Music,52
1959-01-01,Musical,91
1959-01-01,Mystery,68
1959-01-01,News,10
1959-01-01,Reality-TV,4
1959-01-01,Romance,198
1959-01-01,Sci-Fi,64
1959-01-01,Short,283
1959-01-01,Sport,13
1959-01-01,Talk-Show,7
1959-01-01,Thriller,111
1959-01-01,War,91
1959-01-01,Western,62
1960-01-01,Action,106
1960-01-01,Adult,21
1960-01-01,Adventure,105
1960-01-01,Animation,123
1960-01-01,Biography,31
1960-01-01,Comedy,434
1960-01-01,Crime,180
1960-01-01,Documentary,152
1960-01-01,Drama,604
1960-01-01,Family,152
1960-01-01,Fantasy,63
1960-01-01,Game-Show,7
1960-01-01,History,53
1960-01-01,Horror,67
1960-01-01,Music,43
1960-01-01,Musical,78
1960-01-01,Mystery,68
1960-01-01,News,11
1960-01-01,Reality-TV,5
1960-01-01,Romance,178
1960-01-01,Sci-Fi,48
1960-01-01,Short,308
1960-01-01,Sport,13
1960-01-01,Talk-Show,7
1960-01-01,Thriller,100
1960-01-01,War,80
1960-01-01,Western,55
1961-01-01,Action,96
1961-01-01,Adult,17
1961-01-01,Adventure,143
1961-01-01,Animation,132
1961-01-01,Biography,35
1961-01-01,Comedy,460
1961-01-01,Crime,140
1961-01-01,Documentary,149
1961-01-01,Drama,645
1961-01-01,Family,171
1961-01-01,Fantasy,70
1961-01-01,Game-Show,8
1961-01-01,History,44
1961-01-01,Horror,65
1961-01-01,Music,56
1961-01-01,Musical,70
1961-01-01,Mystery,65
1961-01-01,News,9
1961-01-01,Reality-TV,4
1961-01-01,Romance,182
1961-01-01,Sci-Fi,49
1961-01-01,Short,332
1961-01-01,Sport,14
1961-01-01,Talk-Show,10
1961-01-01,Thriller,99
1961-01-01,War,69
1961-01-01,Western,40
1962-01-01,Action,104
1962-01-01,Adult,24
1962-01-01,Adventure,150
1962-01-01,Animation,128
1962-01-01,Biography,32
1962-01-01,Comedy,490
1962-01-01,Crime,114
1962-01-01,Documentary,144
1962-01-01,Drama,674
1962-01-01,Family,156
1962-01-01,Fantasy,64
1962-01-01,Game-Show,12
1962-01-01,History,48
1962-01-01,Horror,79
1962-01-01,Music,55
1962-01-01,Musical,70
1962-01-01,Mystery,69
1962-01-01,News,10
1962-01-01,Reality-TV,7
1962-01-01,Romance,168
1962-01-01,Sci-Fi,56
1962-01-01,Short,341
1962-01-01,Sport,16
1962-01-01,Talk-Show,11
1962-01-01,Thriller,105
1962-01-01,War,88
1962-01-01,Western,45
1963-01-01,Action,113
1963-01-01,Adult,25
1963-01-01,Adventure,144
1963-01-01,Animation,121
1963-01-01,Biography,22
1963-01-01,Comedy,465
1963-01-01,Crime,154
1963-01-01,Documentary,161
1963-01-01,Drama,625
1963-01-01,Family,143
1963-01-01,Fantasy,69
1963-01-01,Game-Show,7
1963-01-01,History,51
1963-01-01,Horror,81
1963-01-01,Music,57
1963-01-01,Musical,79
1963-01-01,Mystery,67
1963-01-01,News,8
1963-01-01,Reality-TV,12
1963-01-01,Romance,168
1963-01-01,Sci-Fi,65
1963-01-01,Short,341
1963-01-01,Sport,13
1963-01-01,Talk-Show,12
1963-01-01,Thriller,116
1963-01-01,War,67
1963-01-01,Western,33
1964-01-01,Action,135
1964-01-01,Adult,33
1964-01-01,Adventure,161
1964-01-01,Animation,129
1964-01-01,Biography,39
1964-01-01,Comedy,522
1964-01-01,Crime,146
1964-01-01,Documentary,202
1964-01-01,Drama,693
1964-01-01,Family,149
1964-01-01,Fantasy,70
1964-01-01,Game-Show,13
1964-01-01,History,48
1964-01-01,Horror,80
1964-01-01,Music,72
1964-01-01,Musical,94
1964-01-01,Mystery,85
1964-01-01,News,7
1964-01-01,Reality-TV,10
1964-01-01,Romance,207
1964-01-01,Sci-Fi,70
1964-01-01,Short,365
1964-01-01,Sport,17
1964-01-01,Talk-Show,13
1964-01-01,Thriller,133
1964-01-01,War,92
1964-01-01,Western,66
1965-01-01,Action,143
1965-01-01,Adult,28
1965-01-01,Adventure,164
1965-01-01,Animation,174
1965-01-01,Biography,44
1965-01-01,Comedy,545
1965-01-01,Crime,131
1965-01-01,Documentary,207
1965-01-01,Drama,712
1965-01-01,Family,184
1965-01-01,Fantasy,73
1965-01-01,Game-Show,14
1965-01-01,History,52
1965-01-01,Horror,92
1965-01-01,Music,72
1965-01-01,Musical,88
1965-01-01,Mystery,83
1965-01-01,News,9
1965-01-01,Reality-TV,6
1965-01-01,Romance,204
1965-01-01,Sci-Fi,80
1965-01-01,Short,447
1965-01-01,Sport,26
1965-01-01,Talk-Show,8
1965-01-01,Thriller,138
1965-01-01,War,76
1965-01-01,Western,85
1966-01-01,Action,179
1966-01-01,Adult,25
1966-01-01,Adventure,209
1966-01-01,Animation,182
1966-01-01,Biography,36
1966-01-01,Comedy,508
1966-01-01,Crime,169
1966-01-01,Documentary,185
1966-01-01,Drama,674
1966-01-01,Family,167
1966-01-01,Fantasy,80
1966-01-01,Game-Show,10
1966-01-01,History,38
1966-01-01,Horror,103
1966-01-01,Music,63
1966-01-01,Musical,82
1966-01-01,Mystery,75
1966-01-01,News,7
1966-01-01,Reality-TV,6
1966-01-01,Romance,194
1966-01-01,Sci-Fi,109
1966-01-01,Short,443
1966-01-01,Sport,21
1966-01-01,Talk-Show,12
1966-01-01,Thriller,129
1966-01-01,War,64
1966-01-01,Western,98
1967-01-01,Action,197
1967-01-01,Adult,35
1967-01-01,Adventure,224
1967-01-01,Animation,197
1967-01-01,Biography,31
1967-01-01,Comedy,582
1967-01-01,Crime,214
1967-01-01,Documentary,210
1967-01-01,Drama,774
1967-01-01,Family,176
1967-01-01,Fantasy,98
1967-01-01,Game-Show,9
1967-01-01,History,47
1967-01-01,Horror,92
1967-01-01,Music,67
1967-01-01,Musical,101
1967-01-01,Mystery,95
1967-01-01,News,16
1967-01-01,Reality-TV,10
1967-01-01,Romance,232
1967-01-01,Sci-Fi,103
1967-01-01,Short,469
1967-01-01,Sport,25
1967-01-01,Talk-Show,16
1967-01-01,Thriller,183
1967-01-01,War,67
1967-01-01,Western,108
1968-01-01,Action,196
1968-01-01,Adult,43
1968-01-01,Adventure,196
1968-01-01,Animation,183
1968-01-01,Biography,30
1968-01-01,Comedy,540
1968-01-01,Crime,192
1968-01-01,Documentary,216
1968-01-01,Drama,837
1968-01-01,Family,139
1968-01-01,Fantasy,98
1968-01-01,Game-Show,4
1968-01-01,History,44
1968-01-01,Horror,128
1968-01-01,Music,75
1968-01-01,Musical,79
1968-01-01,Mystery,83
1968-01-01,News,12
1968-01-01,Reality-TV,4
1968-01-01,Romance,216
1968-01-01,Sci-Fi,76
1968-01-01,Short,443
1968-01-01,Sport,27
1968-01-01,Talk-Show,14
1968-01-01,Thriller,172
1968-01-01,War,90
1968-01-01,Western,115
1969-01-01,Action,184
1969-01-01,Adult,45
1969-01-01,Adventure,152
1969-01-01,Animation,160
1969-01-01,Biography,34
1969-01-01,Comedy,557
1969-01-01,Crime,185
1969-01-01,Documentary,196
1969-01-01,Drama,882
1969-01-01,Family,162
1969-01-01,Fantasy,85
1969-01-01,Game-Show,9
1969-01-01,History,61
1969-01-01,Horror,118
1969-01-01,Music,68
1969-01-01,Musical,66
1969-01-01,Mystery,74
1969-01-01,News,13
1969-01-01,Reality-TV,6
1969-01-01,Romance,202
1969-01-01,Sci-Fi,91
1969-01-01,Short,450
1969-01-01,Sport,27
1969-01-01,Talk-Show,9
1969-01-01,Thriller,157
1969-01-01,War,77
1969-01-01,Western,79
1970-01-01,Action,182
1970-01-01,Adult,76
1970-01-01,Adventure,176
1970-01-01,Animation,148
1970-01-01,Biography,50
1970-01-01,Comedy,577
1970-01-01,Crime,162
1970-01-01,Documentary,259
1970-01-01,Drama,868
1970-01-01,Family,181
1970-01-01,Fantasy,112
1970-01-01,Game-Show,12
1970-01-01,History,61
1970-01-01,Horror,149
1970-01-01,Music,93
1970-01-01,Musical,85
1970-01-01,Mystery,85
1970-01-01,News,16
1970-01-01,Reality-TV,7
1970-01-01,Romance,226
1970-01-01,Sci-Fi,93
1970-01-01,Short,419
1970-01-01,Sport,28
1970-01-01,Talk-Show,16
1970-01-01,Thriller,157
1970-01-01,War,96
1970-01-01,Western,83
